Entity_Name,Year,Quarter,Type,Registered_User,State
794001,2018,2,Pincode,1415,meghalaya
793101,2018,2,Pincode,1379,meghalaya
793011,2018,2,Pincode,1320,meghalaya
794105,2018,2,Pincode,1233,meghalaya
794101,2018,2,Pincode,1144,meghalaya
793007,2018,2,Pincode,895,meghalaya
793004,2018,2,Pincode,878,meghalaya
east khasi hills,2018,2,District,12907,meghalaya
west garo hills,2018,2,District,5289,meghalaya
ribhoi,2018,2,District,2869,meghalaya
east jaintia hills,2018,2,District,2051,meghalaya
west jaintia hills,2018,2,District,1023,meghalaya
south garo hills,2018,2,District,530,meghalaya
south west garo hills,2018,2,District,485,meghalaya
west khasi hills,2018,2,District,472,meghalaya
north garo hills,2018,2,District,445,meghalaya
east garo hills,2018,2,District,437,meghalaya
793001,2018,3,Pincode,4591,meghalaya
793002,2018,3,Pincode,2453,meghalaya
794001,2018,3,Pincode,2006,meghalaya
793210,2018,3,Pincode,1964,meghalaya
793101,2018,3,Pincode,1851,meghalaya
793011,2018,3,Pincode,1798,meghalaya
794105,2018,3,Pincode,1690,meghalaya
794101,2018,3,Pincode,1597,meghalaya
794104,2018,3,Pincode,1242,meghalaya
793007,2018,3,Pincode,1209,meghalaya
east khasi hills,2018,3,District,17543,meghalaya
west garo hills,2018,3,District,7529,meghalaya
ribhoi,2018,3,District,3889,meghalaya
east jaintia hills,2018,3,District,2886,meghalaya
west jaintia hills,2018,3,District,1465,meghalaya
south garo hills,2018,3,District,821,meghalaya
south west garo hills,2018,3,District,810,meghalaya
north garo hills,2018,3,District,737,meghalaya
west khasi hills,2018,3,District,730,meghalaya
east garo hills,2018,3,District,694,meghalaya
793001,2018,4,Pincode,5880,meghalaya
793002,2018,4,Pincode,3195,meghalaya
794001,2018,4,Pincode,2785,meghalaya
793101,2018,4,Pincode,2480,meghalaya
793210,2018,4,Pincode,2438,meghalaya
793011,2018,4,Pincode,2340,meghalaya
794105,2018,4,Pincode,2307,meghalaya
794101,2018,4,Pincode,2184,meghalaya
794104,2018,4,Pincode,1774,meghalaya
793004,2018,4,Pincode,1600,meghalaya
east khasi hills,2018,4,District,22845,meghalaya
west garo hills,2018,4,District,10445,meghalaya
ribhoi,2018,4,District,5207,meghalaya
east jaintia hills,2018,4,District,3735,meghalaya
west jaintia hills,2018,4,District,1861,meghalaya
south west garo hills,2018,4,District,1115,meghalaya
north garo hills,2018,4,District,1092,meghalaya
east garo hills,2018,4,District,1067,meghalaya
south garo hills,2018,4,District,1057,meghalaya
west khasi hills,2018,4,District,957,meghalaya
793001,2019,1,Pincode,7108,meghalaya
793002,2019,1,Pincode,4005,meghalaya
794001,2019,1,Pincode,3368,meghalaya
793101,2019,1,Pincode,3084,meghalaya
793210,2019,1,Pincode,2994,meghalaya
793011,2019,1,Pincode,2947,meghalaya
794105,2019,1,Pincode,2884,meghalaya
794101,2019,1,Pincode,2675,meghalaya
794104,2019,1,Pincode,2322,meghalaya
793007,2019,1,Pincode,1970,meghalaya
east khasi hills,2019,1,District,27937,meghalaya
west garo hills,2019,1,District,12932,meghalaya
ribhoi,2019,1,District,6543,meghalaya
east jaintia hills,2019,1,District,4643,meghalaya
west jaintia hills,2019,1,District,2276,meghalaya
north garo hills,2019,1,District,1482,meghalaya
south west garo hills,2019,1,District,1434,meghalaya
east garo hills,2019,1,District,1424,meghalaya
south garo hills,2019,1,District,1296,meghalaya
west khasi hills,2019,1,District,1191,meghalaya
793001,2019,2,Pincode,8597,meghalaya
793002,2019,2,Pincode,4984,meghalaya
794001,2019,2,Pincode,4119,meghalaya
793101,2019,2,Pincode,3703,meghalaya
793210,2019,2,Pincode,3445,meghalaya
794105,2019,2,Pincode,3435,meghalaya
793011,2019,2,Pincode,3426,meghalaya
794101,2019,2,Pincode,3166,meghalaya
794104,2019,2,Pincode,2826,meghalaya
793007,2019,2,Pincode,2315,meghalaya
east khasi hills,2019,2,District,33377,meghalaya
west garo hills,2019,2,District,15673,meghalaya
ribhoi,2019,2,District,7894,meghalaya
east jaintia hills,2019,2,District,5580,meghalaya
west jaintia hills,2019,2,District,2846,meghalaya
north garo hills,2019,2,District,1965,meghalaya
south west garo hills,2019,2,District,1902,meghalaya
east garo hills,2019,2,District,1855,meghalaya
south garo hills,2019,2,District,1640,meghalaya
west khasi hills,2019,2,District,1566,meghalaya
793001,2019,3,Pincode,10069,meghalaya
793002,2019,3,Pincode,5866,meghalaya
794001,2019,3,Pincode,4860,meghalaya
793101,2019,3,Pincode,4254,meghalaya
793011,2019,3,Pincode,4074,meghalaya
794105,2019,3,Pincode,4031,meghalaya
793210,2019,3,Pincode,3890,meghalaya
794101,2019,3,Pincode,3736,meghalaya
794104,2019,3,Pincode,3358,meghalaya
793007,2019,3,Pincode,2747,meghalaya
east khasi hills,2019,3,District,38761,meghalaya
west garo hills,2019,3,District,18509,meghalaya
ribhoi,2019,3,District,9007,meghalaya
east jaintia hills,2019,3,District,6371,meghalaya
west jaintia hills,2019,3,District,3346,meghalaya
north garo hills,2019,3,District,2403,meghalaya
east garo hills,2019,3,District,2313,meghalaya
south west garo hills,2019,3,District,2306,meghalaya
south garo hills,2019,3,District,2020,meghalaya
west khasi hills,2019,3,District,1838,meghalaya
793001,2019,4,Pincode,11243,meghalaya
793002,2019,4,Pincode,6629,meghalaya
794001,2019,4,Pincode,5473,meghalaya
793101,2019,4,Pincode,4803,meghalaya
794105,2019,4,Pincode,4678,meghalaya
793011,2019,4,Pincode,4575,meghalaya
793210,2019,4,Pincode,4376,meghalaya
794101,2019,4,Pincode,4209,meghalaya
794104,2019,4,Pincode,3989,meghalaya
793007,2019,4,Pincode,3067,meghalaya
east khasi hills,2019,4,District,43484,meghalaya
west garo hills,2019,4,District,21300,meghalaya
ribhoi,2019,4,District,10308,meghalaya
east jaintia hills,2019,4,District,7343,meghalaya
west jaintia hills,2019,4,District,3946,meghalaya
north garo hills,2019,4,District,2871,meghalaya
east garo hills,2019,4,District,2788,meghalaya
south west garo hills,2019,4,District,2757,meghalaya
south garo hills,2019,4,District,2434,meghalaya
west khasi hills,2019,4,District,2180,meghalaya
793001,2020,1,Pincode,12683,meghalaya
793002,2020,1,Pincode,7456,meghalaya
794001,2020,1,Pincode,6105,meghalaya
793101,2020,1,Pincode,5466,meghalaya
794105,2020,1,Pincode,5314,meghalaya
793011,2020,1,Pincode,5248,meghalaya
793210,2020,1,Pincode,4873,meghalaya
794101,2020,1,Pincode,4682,meghalaya
794104,2020,1,Pincode,4673,meghalaya
793007,2020,1,Pincode,3524,meghalaya
east khasi hills,2020,1,District,49251,meghalaya
west garo hills,2020,1,District,24124,meghalaya
ribhoi,2020,1,District,11689,meghalaya
east jaintia hills,2020,1,District,8368,meghalaya
west jaintia hills,2020,1,District,4530,meghalaya
north garo hills,2020,1,District,3311,meghalaya
east garo hills,2020,1,District,3251,meghalaya
south west garo hills,2020,1,District,3234,meghalaya
south garo hills,2020,1,District,2810,meghalaya
west khasi hills,2020,1,District,2522,meghalaya
793001,2020,2,Pincode,14552,meghalaya
793002,2020,2,Pincode,8623,meghalaya
794001,2020,2,Pincode,7198,meghalaya
794105,2020,2,Pincode,6521,meghalaya
793011,2020,2,Pincode,6232,meghalaya
793101,2020,2,Pincode,6219,meghalaya
794104,2020,2,Pincode,6083,meghalaya
794101,2020,2,Pincode,5464,meghalaya
793210,2020,2,Pincode,5434,meghalaya
793007,2020,2,Pincode,4166,meghalaya
east khasi hills,2020,2,District,57322,meghalaya
west garo hills,2020,2,District,29492,meghalaya
ribhoi,2020,2,District,13550,meghalaya
east jaintia hills,2020,2,District,9695,meghalaya
west jaintia hills,2020,2,District,5717,meghalaya
north garo hills,2020,2,District,4318,meghalaya
south west garo hills,2020,2,District,4266,meghalaya
east garo hills,2020,2,District,4132,meghalaya
south garo hills,2020,2,District,3590,meghalaya
west khasi hills,2020,2,District,3195,meghalaya
793001,2020,3,Pincode,16464,meghalaya
793002,2020,3,Pincode,9658,meghalaya
794001,2020,3,Pincode,8252,meghalaya
794105,2020,3,Pincode,7516,meghalaya
793011,2020,3,Pincode,7165,meghalaya
794104,2020,3,Pincode,7151,meghalaya
793101,2020,3,Pincode,6925,meghalaya
794101,2020,3,Pincode,6212,meghalaya
793210,2020,3,Pincode,6014,meghalaya
793150,2020,3,Pincode,4865,meghalaya
east khasi hills,2020,3,District,65268,meghalaya
west garo hills,2020,3,District,34201,meghalaya
ribhoi,2020,3,District,15427,meghalaya
east jaintia hills,2020,3,District,11084,meghalaya
west jaintia hills,2020,3,District,6997,meghalaya
north garo hills,2020,3,District,5242,meghalaya
south west garo hills,2020,3,District,5082,meghalaya
east garo hills,2020,3,District,5002,meghalaya
south garo hills,2020,3,District,4370,meghalaya
west khasi hills,2020,3,District,3899,meghalaya
793001,2020,4,Pincode,18247,meghalaya
793002,2020,4,Pincode,10753,meghalaya
794001,2020,4,Pincode,9064,meghalaya
794105,2020,4,Pincode,8293,meghalaya
794104,2020,4,Pincode,8140,meghalaya
793011,2020,4,Pincode,8005,meghalaya
793101,2020,4,Pincode,7641,meghalaya
794101,2020,4,Pincode,6857,meghalaya
793210,2020,4,Pincode,6558,meghalaya
793150,2020,4,Pincode,5486,meghalaya
east khasi hills,2020,4,District,72639,meghalaya
west garo hills,2020,4,District,37988,meghalaya
ribhoi,2020,4,District,17198,meghalaya
east jaintia hills,2020,4,District,12337,meghalaya
west jaintia hills,2020,4,District,7968,meghalaya
north garo hills,2020,4,District,5914,meghalaya
east garo hills,2020,4,District,5777,meghalaya
south west garo hills,2020,4,District,5772,meghalaya
south garo hills,2020,4,District,5006,meghalaya
west khasi hills,2020,4,District,4484,meghalaya
793001,2021,1,Pincode,19753,meghalaya
793002,2021,1,Pincode,11566,meghalaya
794001,2021,1,Pincode,9727,meghalaya
794105,2021,1,Pincode,9011,meghalaya
794104,2021,1,Pincode,8869,meghalaya
793011,2021,1,Pincode,8646,meghalaya
793101,2021,1,Pincode,8317,meghalaya
794101,2021,1,Pincode,7337,meghalaya
793210,2021,1,Pincode,7113,meghalaya
793150,2021,1,Pincode,5969,meghalaya
east khasi hills,2021,1,District,78429,meghalaya
west garo hills,2021,1,District,40993,meghalaya
ribhoi,2021,1,District,18641,meghalaya
east jaintia hills,2021,1,District,13460,meghalaya
west jaintia hills,2021,1,District,8665,meghalaya
north garo hills,2021,1,District,6392,meghalaya
south west garo hills,2021,1,District,6276,meghalaya
east garo hills,2021,1,District,6237,meghalaya
south garo hills,2021,1,District,5439,meghalaya
west khasi hills,2021,1,District,4858,meghalaya
793001,2021,2,Pincode,21124,meghalaya
793002,2021,2,Pincode,12348,meghalaya
794001,2021,2,Pincode,10389,meghalaya
794105,2021,2,Pincode,9742,meghalaya
794104,2021,2,Pincode,9602,meghalaya
793011,2021,2,Pincode,9244,meghalaya
793101,2021,2,Pincode,8921,meghalaya
794101,2021,2,Pincode,7866,meghalaya
793210,2021,2,Pincode,7644,meghalaya
793150,2021,2,Pincode,6477,meghalaya
east khasi hills,2021,2,District,84124,meghalaya
west garo hills,2021,2,District,44151,meghalaya
ribhoi,2021,2,District,20098,meghalaya
east jaintia hills,2021,2,District,14530,meghalaya
west jaintia hills,2021,2,District,9409,meghalaya
north garo hills,2021,2,District,6951,meghalaya
south west garo hills,2021,2,District,6835,meghalaya
east garo hills,2021,2,District,6754,meghalaya
south garo hills,2021,2,District,5922,meghalaya
west khasi hills,2021,2,District,5296,meghalaya
793001,2021,3,Pincode,22612,meghalaya
793002,2021,3,Pincode,13223,meghalaya
794001,2021,3,Pincode,11130,meghalaya
794105,2021,3,Pincode,10597,meghalaya
794104,2021,3,Pincode,10547,meghalaya
793011,2021,3,Pincode,9914,meghalaya
793101,2021,3,Pincode,9665,meghalaya
794101,2021,3,Pincode,8448,meghalaya
793210,2021,3,Pincode,8257,meghalaya
793150,2021,3,Pincode,7068,meghalaya
east khasi hills,2021,3,District,90505,meghalaya
west garo hills,2021,3,District,47869,meghalaya
ribhoi,2021,3,District,21875,meghalaya
east jaintia hills,2021,3,District,15847,meghalaya
west jaintia hills,2021,3,District,10337,meghalaya
north garo hills,2021,3,District,7584,meghalaya
south west garo hills,2021,3,District,7531,meghalaya
east garo hills,2021,3,District,7389,meghalaya
south garo hills,2021,3,District,6442,meghalaya
west khasi hills,2021,3,District,5884,meghalaya
793001,2021,4,Pincode,24127,meghalaya
793002,2021,4,Pincode,14142,meghalaya
794001,2021,4,Pincode,11874,meghalaya
794105,2021,4,Pincode,11487,meghalaya
794104,2021,4,Pincode,11446,meghalaya
793011,2021,4,Pincode,10570,meghalaya
793101,2021,4,Pincode,10353,meghalaya
794101,2021,4,Pincode,9032,meghalaya
793210,2021,4,Pincode,8857,meghalaya
793150,2021,4,Pincode,7635,meghalaya
east khasi hills,2021,4,District,96942,meghalaya
west garo hills,2021,4,District,51617,meghalaya
ribhoi,2021,4,District,23562,meghalaya
east jaintia hills,2021,4,District,17115,meghalaya
west jaintia hills,2021,4,District,11189,meghalaya
north garo hills,2021,4,District,8212,meghalaya
south west garo hills,2021,4,District,8197,meghalaya
east garo hills,2021,4,District,8015,meghalaya
south garo hills,2021,4,District,7005,meghalaya
west khasi hills,2021,4,District,6428,meghalaya
793001,2022,1,Pincode,25549,meghalaya
793002,2022,1,Pincode,14982,meghalaya
794001,2022,1,Pincode,12581,meghalaya
794104,2022,1,Pincode,12299,meghalaya
794105,2022,1,Pincode,12278,meghalaya
793011,2022,1,Pincode,11198,meghalaya
793101,2022,1,Pincode,11049,meghalaya
794101,2022,1,Pincode,9581,meghalaya
793210,2022,1,Pincode,9469,meghalaya
793150,2022,1,Pincode,8140,meghalaya
east khasi hills,2022,1,District,102838,meghalaya
west garo hills,2022,1,District,55028,meghalaya
ribhoi,2022,1,District,25112,meghalaya
east jaintia hills,2022,1,District,18301,meghalaya
west jaintia hills,2022,1,District,11952,meghalaya
north garo hills,2022,1,District,8795,meghalaya
south west garo hills,2022,1,District,8758,meghalaya
east garo hills,2022,1,District,8578,meghalaya
south garo hills,2022,1,District,7508,meghalaya
west khasi hills,2022,1,District,6839,meghalaya
793001,2022,2,Pincode,26896,meghalaya
793002,2022,2,Pincode,15794,meghalaya
794001,2022,2,Pincode,13275,meghalaya
794104,2022,2,Pincode,13038,meghalaya
794105,2022,2,Pincode,13006,meghalaya
793011,2022,2,Pincode,11798,meghalaya
793101,2022,2,Pincode,11696,meghalaya
794101,2022,2,Pincode,10115,meghalaya
793210,2022,2,Pincode,10028,meghalaya
793150,2022,2,Pincode,8576,meghalaya
east khasi hills,2022,2,District,108330,meghalaya
west garo hills,2022,2,District,58178,meghalaya
ribhoi,2022,2,District,26541,meghalaya
east jaintia hills,2022,2,District,19314,meghalaya
west jaintia hills,2022,2,District,12593,meghalaya
north garo hills,2022,2,District,9312,meghalaya
south west garo hills,2022,2,District,9266,meghalaya
east garo hills,2022,2,District,9052,meghalaya
south garo hills,2022,2,District,7922,meghalaya
west khasi hills,2022,2,District,7196,meghalaya
793001,2022,3,Pincode,28296,meghalaya
793002,2022,3,Pincode,16624,meghalaya
794001,2022,3,Pincode,13969,meghalaya
794104,2022,3,Pincode,13803,meghalaya
794105,2022,3,Pincode,13711,meghalaya
793011,2022,3,Pincode,12419,meghalaya
793101,2022,3,Pincode,12305,meghalaya
794101,2022,3,Pincode,10631,meghalaya
793210,2022,3,Pincode,10565,meghalaya
793150,2022,3,Pincode,8991,meghalaya
east khasi hills,2022,3,District,113816,meghalaya
west garo hills,2022,3,District,61273,meghalaya
ribhoi,2022,3,District,27844,meghalaya
east jaintia hills,2022,3,District,20320,meghalaya
west jaintia hills,2022,3,District,13176,meghalaya
north garo hills,2022,3,District,9773,meghalaya
south west garo hills,2022,3,District,9735,meghalaya
east garo hills,2022,3,District,9484,meghalaya
south garo hills,2022,3,District,8265,meghalaya
west khasi hills,2022,3,District,7493,meghalaya
793001,2022,4,Pincode,29682,meghalaya
793002,2022,4,Pincode,17452,meghalaya
794001,2022,4,Pincode,14596,meghalaya
794104,2022,4,Pincode,14408,meghalaya
794105,2022,4,Pincode,14338,meghalaya
793011,2022,4,Pincode,13052,meghalaya
793101,2022,4,Pincode,12917,meghalaya
794101,2022,4,Pincode,11082,meghalaya
793210,2022,4,Pincode,11069,meghalaya
793150,2022,4,Pincode,9332,meghalaya
east khasi hills,2022,4,District,118978,meghalaya
west garo hills,2022,4,District,63792,meghalaya
ribhoi,2022,4,District,29041,meghalaya
east jaintia hills,2022,4,District,21201,meghalaya
west jaintia hills,2022,4,District,13633,meghalaya
north garo hills,2022,4,District,10145,meghalaya
south west garo hills,2022,4,District,10062,meghalaya
east garo hills,2022,4,District,9846,meghalaya
south garo hills,2022,4,District,8553,meghalaya
west khasi hills,2022,4,District,7705,meghalaya
796005,2018,1,Pincode,1339,mizoram
796009,2018,1,Pincode,1181,mizoram
796012,2018,1,Pincode,662,mizoram
796701,2018,1,Pincode,515,mizoram
796017,2018,1,Pincode,393,mizoram
796014,2018,1,Pincode,301,mizoram
796008,2018,1,Pincode,296,mizoram
796321,2018,1,Pincode,280,mizoram
796081,2018,1,Pincode,221,mizoram
796181,2018,1,Pincode,211,mizoram
aizawl,2018,1,District,4550,mizoram
lunglei,2018,1,District,879,mizoram
kolasib,2018,1,District,486,mizoram
lawngtlai,2018,1,District,474,mizoram
champhai,2018,1,District,358,mizoram
mamit,2018,1,District,316,mizoram
serchhip,2018,1,District,299,mizoram
saiha,2018,1,District,231,mizoram
796005,2018,2,Pincode,1779,mizoram
796009,2018,2,Pincode,1576,mizoram
796012,2018,2,Pincode,856,mizoram
796701,2018,2,Pincode,710,mizoram
796017,2018,2,Pincode,615,mizoram
796008,2018,2,Pincode,454,mizoram
796014,2018,2,Pincode,413,mizoram
796321,2018,2,Pincode,375,mizoram
796081,2018,2,Pincode,315,mizoram
796181,2018,2,Pincode,315,mizoram
aizawl,2018,2,District,6211,mizoram
lunglei,2018,2,District,1241,mizoram
kolasib,2018,2,District,692,mizoram
lawngtlai,2018,2,District,607,mizoram
champhai,2018,2,District,501,mizoram
serchhip,2018,2,District,440,mizoram
mamit,2018,2,District,435,mizoram
saiha,2018,2,District,295,mizoram
796005,2018,3,Pincode,2357,mizoram
796009,2018,3,Pincode,2149,mizoram
796012,2018,3,Pincode,1105,mizoram
796701,2018,3,Pincode,992,mizoram
796017,2018,3,Pincode,910,mizoram
796008,2018,3,Pincode,637,mizoram
796014,2018,3,Pincode,582,mizoram
796321,2018,3,Pincode,523,mizoram
796081,2018,3,Pincode,480,mizoram
796181,2018,3,Pincode,467,mizoram
aizawl,2018,3,District,8460,mizoram
lunglei,2018,3,District,1751,mizoram
kolasib,2018,3,District,1012,mizoram
lawngtlai,2018,3,District,922,mizoram
champhai,2018,3,District,729,mizoram
serchhip,2018,3,District,633,mizoram
mamit,2018,3,District,599,mizoram
saiha,2018,3,District,396,mizoram
796005,2018,4,Pincode,3120,mizoram
796009,2018,4,Pincode,2834,mizoram
796012,2018,4,Pincode,1421,mizoram
796701,2018,4,Pincode,1379,mizoram
796017,2018,4,Pincode,1233,mizoram
796008,2018,4,Pincode,874,mizoram
796014,2018,4,Pincode,718,mizoram
796321,2018,4,Pincode,694,mizoram
796081,2018,4,Pincode,651,mizoram
796181,2018,4,Pincode,627,mizoram
aizawl,2018,4,District,11131,mizoram
lunglei,2018,4,District,2391,mizoram
kolasib,2018,4,District,1393,mizoram
lawngtlai,2018,4,District,1254,mizoram
champhai,2018,4,District,1001,mizoram
serchhip,2018,4,District,857,mizoram
mamit,2018,4,District,835,mizoram
saiha,2018,4,District,503,mizoram
796005,2019,1,Pincode,3769,mizoram
796009,2019,1,Pincode,3457,mizoram
796012,2019,1,Pincode,1670,mizoram
796701,2019,1,Pincode,1651,mizoram
796017,2019,1,Pincode,1477,mizoram
796008,2019,1,Pincode,1074,mizoram
796014,2019,1,Pincode,864,mizoram
796081,2019,1,Pincode,807,mizoram
796321,2019,1,Pincode,803,mizoram
796181,2019,1,Pincode,752,mizoram
aizawl,2019,1,District,13422,mizoram
lunglei,2019,1,District,2910,mizoram
kolasib,2019,1,District,1730,mizoram
lawngtlai,2019,1,District,1648,mizoram
champhai,2019,1,District,1179,mizoram
mamit,2019,1,District,1096,mizoram
serchhip,2019,1,District,1047,mizoram
saiha,2019,1,District,638,mizoram
796005,2019,2,Pincode,4439,mizoram
796009,2019,2,Pincode,4143,mizoram
796701,2019,2,Pincode,2033,mizoram
796012,2019,2,Pincode,1919,mizoram
796017,2019,2,Pincode,1781,mizoram
796008,2019,2,Pincode,1267,mizoram
796014,2019,2,Pincode,1001,mizoram
796081,2019,2,Pincode,972,mizoram
796321,2019,2,Pincode,948,mizoram
796181,2019,2,Pincode,925,mizoram
aizawl,2019,2,District,15934,mizoram
lunglei,2019,2,District,3575,mizoram
lawngtlai,2019,2,District,2133,mizoram
kolasib,2019,2,District,2120,mizoram
champhai,2019,2,District,1429,mizoram
mamit,2019,2,District,1428,mizoram
serchhip,2019,2,District,1295,mizoram
saiha,2019,2,District,782,mizoram
796005,2019,3,Pincode,5357,mizoram
796009,2019,3,Pincode,5022,mizoram
796701,2019,3,Pincode,2408,mizoram
796012,2019,3,Pincode,2285,mizoram
796017,2019,3,Pincode,2046,mizoram
796008,2019,3,Pincode,1521,mizoram
796081,2019,3,Pincode,1182,mizoram
796772,2019,3,Pincode,1173,mizoram
796014,2019,3,Pincode,1168,mizoram
796321,2019,3,Pincode,1137,mizoram
aizawl,2019,3,District,18992,mizoram
lunglei,2019,3,District,4197,mizoram
lawngtlai,2019,3,District,2647,mizoram
kolasib,2019,3,District,2497,mizoram
champhai,2019,3,District,1733,mizoram
mamit,2019,3,District,1655,mizoram
serchhip,2019,3,District,1512,mizoram
saiha,2019,3,District,901,mizoram
796005,2019,4,Pincode,6157,mizoram
796009,2019,4,Pincode,5779,mizoram
796701,2019,4,Pincode,2825,mizoram
796012,2019,4,Pincode,2628,mizoram
796017,2019,4,Pincode,2308,mizoram
796008,2019,4,Pincode,1752,mizoram
796772,2019,4,Pincode,1401,mizoram
796081,2019,4,Pincode,1369,mizoram
796014,2019,4,Pincode,1358,mizoram
796321,2019,4,Pincode,1339,mizoram
aizawl,2019,4,District,21865,mizoram
lunglei,2019,4,District,4926,mizoram
lawngtlai,2019,4,District,3255,mizoram
kolasib,2019,4,District,2929,mizoram
champhai,2019,4,District,2067,mizoram
mamit,2019,4,District,1996,mizoram
serchhip,2019,4,District,1735,mizoram
saiha,2019,4,District,1036,mizoram
796005,2020,1,Pincode,7161,mizoram
796009,2020,1,Pincode,6674,mizoram
796701,2020,1,Pincode,3352,mizoram
796012,2020,1,Pincode,3014,mizoram
796017,2020,1,Pincode,2613,mizoram
796008,2020,1,Pincode,2034,mizoram
796772,2020,1,Pincode,1698,mizoram
796081,2020,1,Pincode,1622,mizoram
796014,2020,1,Pincode,1591,mizoram
796321,2020,1,Pincode,1576,mizoram
aizawl,2020,1,District,25253,mizoram
lunglei,2020,1,District,5778,mizoram
lawngtlai,2020,1,District,3996,mizoram
kolasib,2020,1,District,3360,mizoram
champhai,2020,1,District,2448,mizoram
mamit,2020,1,District,2379,mizoram
serchhip,2020,1,District,1992,mizoram
saiha,2020,1,District,1293,mizoram
796005,2020,2,Pincode,8374,mizoram
796009,2020,2,Pincode,7831,mizoram
796701,2020,2,Pincode,3962,mizoram
796012,2020,2,Pincode,3500,mizoram
796017,2020,2,Pincode,3053,mizoram
796008,2020,2,Pincode,2433,mizoram
796772,2020,2,Pincode,2068,mizoram
796081,2020,2,Pincode,1939,mizoram
796321,2020,2,Pincode,1916,mizoram
796014,2020,2,Pincode,1830,mizoram
aizawl,2020,2,District,29637,mizoram
lunglei,2020,2,District,7006,mizoram
lawngtlai,2020,2,District,4977,mizoram
kolasib,2020,2,District,4022,mizoram
champhai,2020,2,District,3052,mizoram
mamit,2020,2,District,2911,mizoram
serchhip,2020,2,District,2379,mizoram
saiha,2020,2,District,1590,mizoram
796005,2020,3,Pincode,10284,mizoram
796009,2020,3,Pincode,9358,mizoram
796701,2020,3,Pincode,4775,mizoram
796012,2020,3,Pincode,4268,mizoram
796017,2020,3,Pincode,3702,mizoram
796008,2020,3,Pincode,3104,mizoram
796772,2020,3,Pincode,2679,mizoram
796081,2020,3,Pincode,2414,mizoram
796321,2020,3,Pincode,2410,mizoram
796014,2020,3,Pincode,2245,mizoram
aizawl,2020,3,District,36225,mizoram
lunglei,2020,3,District,8442,mizoram
lawngtlai,2020,3,District,6412,mizoram
kolasib,2020,3,District,4923,mizoram
champhai,2020,3,District,3883,mizoram
mamit,2020,3,District,3597,mizoram
serchhip,2020,3,District,2871,mizoram
saiha,2020,3,District,1962,mizoram
796005,2020,4,Pincode,11766,mizoram
796009,2020,4,Pincode,10691,mizoram
796701,2020,4,Pincode,5485,mizoram
796012,2020,4,Pincode,4956,mizoram
796017,2020,4,Pincode,4253,mizoram
796008,2020,4,Pincode,3552,mizoram
796772,2020,4,Pincode,3113,mizoram
796321,2020,4,Pincode,2781,mizoram
796081,2020,4,Pincode,2745,mizoram
796014,2020,4,Pincode,2507,mizoram
aizawl,2020,4,District,41500,mizoram
lunglei,2020,4,District,9794,mizoram
lawngtlai,2020,4,District,7618,mizoram
kolasib,2020,4,District,5599,mizoram
champhai,2020,4,District,4550,mizoram
mamit,2020,4,District,4083,mizoram
serchhip,2020,4,District,3313,mizoram
saiha,2020,4,District,2274,mizoram
796005,2021,1,Pincode,12750,mizoram
796009,2021,1,Pincode,11596,mizoram
796701,2021,1,Pincode,5955,mizoram
796012,2021,1,Pincode,5408,mizoram
796017,2021,1,Pincode,4636,mizoram
796008,2021,1,Pincode,3862,mizoram
796772,2021,1,Pincode,3400,mizoram
796321,2021,1,Pincode,3045,mizoram
796081,2021,1,Pincode,2988,mizoram
796014,2021,1,Pincode,2744,mizoram
aizawl,2021,1,District,45103,mizoram
lunglei,2021,1,District,10638,mizoram
lawngtlai,2021,1,District,8386,mizoram
kolasib,2021,1,District,6120,mizoram
champhai,2021,1,District,4968,mizoram
mamit,2021,1,District,4467,mizoram
serchhip,2021,1,District,3582,mizoram
saiha,2021,1,District,2486,mizoram
796005,2021,2,Pincode,13677,mizoram
796009,2021,2,Pincode,12453,mizoram
796701,2021,2,Pincode,6414,mizoram
796012,2021,2,Pincode,5816,mizoram
796017,2021,2,Pincode,4992,mizoram
796008,2021,2,Pincode,4149,mizoram
796772,2021,2,Pincode,3654,mizoram
796321,2021,2,Pincode,3287,mizoram
796081,2021,2,Pincode,3224,mizoram
796014,2021,2,Pincode,2970,mizoram
aizawl,2021,2,District,48525,mizoram
lunglei,2021,2,District,11491,mizoram
lawngtlai,2021,2,District,9096,mizoram
kolasib,2021,2,District,6624,mizoram
champhai,2021,2,District,5366,mizoram
mamit,2021,2,District,4882,mizoram
serchhip,2021,2,District,3884,mizoram
saiha,2021,2,District,2684,mizoram
796005,2021,3,Pincode,14719,mizoram
796009,2021,3,Pincode,13381,mizoram
796701,2021,3,Pincode,6966,mizoram
796012,2021,3,Pincode,6245,mizoram
796017,2021,3,Pincode,5386,mizoram
796008,2021,3,Pincode,4446,mizoram
796772,2021,3,Pincode,3960,mizoram
796321,2021,3,Pincode,3608,mizoram
796081,2021,3,Pincode,3500,mizoram
796014,2021,3,Pincode,3214,mizoram
aizawl,2021,3,District,52313,mizoram
lunglei,2021,3,District,12614,mizoram
lawngtlai,2021,3,District,9954,mizoram
kolasib,2021,3,District,7229,mizoram
champhai,2021,3,District,5935,mizoram
mamit,2021,3,District,5392,mizoram
serchhip,2021,3,District,4255,mizoram
saiha,2021,3,District,2955,mizoram
796005,2021,4,Pincode,15729,mizoram
796009,2021,4,Pincode,14302,mizoram
796701,2021,4,Pincode,7499,mizoram
796012,2021,4,Pincode,6671,mizoram
